customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2513-KOPSG,Male,1,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,76.28,5263.32,No
3362-FCJVL,Male,0,Yes,Yes,9,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.18,370.62,Yes
3389-EJACJ,Male,1,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,51.12,511.2,No
5202-IUZAY,Female,1,No,Yes,17,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,87.99,1495.83,Yes
1841-XCXQQ,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.82,6028.02,No
3910-HNYCJ,Female,0,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.14,2526.3,No
6174-JPRNK,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),77.0,2695.0,No
9244-WJUKM,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,36.38,1564.34,No
1003-WFHYQ,Female,1,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,48.2,2506.4,Yes
4914-FMOCE,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,113.42,2722.08,No
7217-HTQGJ,Female,1,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,67.47,3306.03,No
2686-POODU,Male,1,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,107.5,4622.5,No
2456-GIXTW,Female,1,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.39,907.8,No
4962-MLNSS,Male,1,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,97.0,1940.0,Yes
9270-MUTQQ,Female,1,No,Yes,47,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,63.74,2995.78,No
2328-AKSZP,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,117.46,352.38,Yes
0923-TBCWU,Female,1,No,No,34,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,22.93,779.62,No
9035-RJBHD,Male,0,Yes,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),88.72,2927.76,No
4399-OUSDO,Female,1,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),82.27,2797.18,No
9802-MRHMC,Female,0,Yes,No,54,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),49.16,2654.64,Yes
1481-TXKVZ,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,115.73,578.65,No
9350-QWWRL,Male,0,No,Yes,40,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),91.99,3679.6,Yes
3569-HEGMJ,Female,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.94,3770.06,Yes
3314-BQKVT,Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,98.82,3458.7,Yes
6939-FYVHZ,Female,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,119.37,3103.62,No
6113-IUJIO,Male,1,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,89.22,3836.46,Yes
4363-MAOOQ,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),119.92,3957.36,No
3303-YQXYX,Male,1,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),77.13,4627.8,Yes
8226-KAIYF,Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,56.65,1642.85,No
4710-HSDYD,Female,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.65,291.55,No
1656-RUVNH,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),106.95,6203.1,Yes
7390-ABVRC,Male,1,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.03,368.24,No
7927-PVCEH,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),45.14,1534.76,No
8544-EWGFJ,Female,1,Yes,Yes,6,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.09,618.54,Yes
7896-WUIGF,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,117.9,4598.1,No
5296-ZIGSO,Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,94.94,1613.98,Yes
3305-COBRF,Male,1,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.69,682.87,No
7569-KSXEQ,Female,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),119.7,2753.1,Yes
4066-GOVRC,Male,1,Yes,No,28,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),101.01,2828.28,No
5234-TMSYN,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,54.52,817.8,Yes
1232-CMHUU,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.02,68.04,No
6492-QSPXU,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),65.0,130.0,No
6388-RFDWV,Female,1,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,56.31,619.41,No
8537-MMCSM,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,99.94,6496.1,Yes
5454-WRXED,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),109.73,3730.82,Yes
8721-ELFXU,Female,1,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,58.36,408.52,Yes
0945-CVYWO,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),41.16,1111.32,No
4276-CJXYL,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,162.0,No
2462-RREOS,Female,1,No,Yes,62,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.72,6182.64,Yes
4711-GZUDC,Male,0,No,No,48,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,60.13,2886.24,No
5832-XAIJJ,Male,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),103.9,415.6,Yes
1934-YQJKI,Male,1,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.08,1881.6,Yes
4415-KLZCD,Male,1,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),119.73,2155.14,Yes
7915-KMGHC,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.19,4144.93,No
6724-ADFFI,Male,0,No,No,6,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,84.28,505.68,No
9283-TIBVR,Male,1,No,No,12,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),113.21,1358.52,Yes
7727-WSNZI,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.38,579.42,Yes
2067-AWQVW,Male,1,No,No,49,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),36.82,1804.18,No
9380-BCXUD,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.37,3691.84,No
7500-RTGPB,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),55.08,2037.96,Yes
4831-DMXYB,Female,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,61.77,4385.67,No
6146-VTOWQ,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,26.57,1461.35,No
2470-QNRWF,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.35,1422.2,No
7100-MVEDG,Male,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.68,262.72,Yes
5054-LOVPM,Female,1,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,119.18,5601.46,Yes
8315-HNRIC,Male,1,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),77.09,1002.17,Yes
0034-XTAYY,Male,1,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,100.51,5930.09,No
1301-SUQAB,Female,1,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.52,3366.72,No
0117-LBHOS,Female,1,No,Yes,13,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,90.26,1173.38,No
7979-GKSCG,Female,1,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,52.64,1000.16,Yes
2256-ZIUNN,Female,1,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,88.16,3702.72,Yes
1727-YCWEG,Male,1,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),96.08,288.24,Yes
8707-BFHSR,Male,1,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.1,942.0,No
0437-XDLPF,Female,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),110.11,1101.1,No
4277-MELJV,Male,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),55.15,1544.2,Yes
1204-ZOBPN,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,89.93,3687.13,No
4676-PJJGS,Female,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,37.68,1997.04,Yes
0516-HRKDJ,Male,0,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,78.05,3980.55,No
9271-PBJND,Female,0,No,Yes,36,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,38.41,1382.76,Yes
2741-FXLVU,Male,1,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,98.48,1477.2,No
9834-GGZGI,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.45,7462.35,No
3275-TOFRJ,Female,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.45,1745.7,No
9562-WUCDK,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.07,1141.33,No
1647-XAYCB,Female,1,No,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.38,3824.86,No
7240-EKEUK,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.08,1235.52,Yes
1064-IEUBL,Female,0,No,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.96,2650.96,Yes
1332-ICFXW,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,98.89,5933.4,Yes
6490-RDLMZ,Female,1,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.13,729.04,Yes
7567-PKAJB,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,28.18,1296.28,Yes
1642-EBIFK,Male,0,Yes,Yes,47,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),70.09,3294.23,No
4972-XFKXA,Female,1,No,No,35,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.88,2900.8,Yes
7146-TRMKI,Female,1,No,No,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),63.79,574.11,Yes
6994-KSYBJ,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.31,7294.32,Yes
7245-KFSAQ,Male,1,No,No,65,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,32.76,2129.4,No
6016-RNSDQ,Female,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,111.43,2228.6,Yes
2575-PRZGA,Female,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,51.08,868.36,Yes
7046-VTJUQ,Female,1,Yes,Yes,30,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.32,3459.6,Yes
3580-IMXLH,Female,1,No,Yes,41,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,31.84,1305.44,Yes
6617-GJTSX,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,47.31,2933.22,Yes
3150-FAMZJ,Female,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.35,6145.2,Yes
5428-QHWPD,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,73.65,368.25,Yes
7476-KZYZT,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.86,1521.5,No
3108-LVFFP,Male,1,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,34.69,1283.53,No
1313-KPFUF,Female,0,Yes,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),77.18,4013.36,No
8221-ELUWI,Male,1,Yes,Yes,58,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,28.2,1635.6,Yes
5106-ZTQJD,Male,0,No,No,22,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,115.84,2548.48,Yes
6074-AYDFO,Female,0,No,Yes,54,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),30.38,1640.52,Yes
9966-FIHVE,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.67,4146.8,Yes
7040-LRMQB,Male,0,No,Yes,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.19,4960.45,No
3810-MIWEU,Female,1,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,109.37,3937.32,No
2091-ZCUKE,Female,0,No,No,45,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.13,3110.85,Yes
0556-JJQWG,Female,1,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.31,1015.5,No
5558-RMWYE,Female,1,No,No,14,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,58.89,824.46,Yes
4963-EILRU,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),116.98,2573.56,Yes
2185-VWWNA,Male,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,94.65,2366.25,Yes
7700-HWRIA,Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),108.26,7469.94,No
4045-MTRIK,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),51.23,2407.81,Yes
1448-TZTRI,Female,0,No,Yes,42,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,35.05,1472.1,No
1339-YBAPH,Female,0,Yes,No,29,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,96.69,2804.01,Yes
0022-HCUOS,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,449.25,Yes
2240-ZRFAH,Female,0,Yes,Yes,47,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,72.77,3420.19,No
6589-AZKJU,Female,1,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.43,912.9,Yes
8242-DJACH,Female,0,Yes,No,16,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),107.7,1723.2,Yes
8949-SBQWP,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.37,4769.76,Yes
7351-SOFQF,Male,1,No,No,59,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,51.47,3036.73,Yes
0992-XSLUF,Male,1,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),62.42,2933.74,Yes
8187-JECAA,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,91.75,2660.75,Yes
0596-EFPIC,Male,0,No,No,62,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.11,4966.82,Yes
6766-IMVCC,Female,1,Yes,Yes,21,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),19.44,408.24,No
4852-VIIMX,Male,1,No,No,17,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,97.75,1661.75,Yes
7172-EHSGG,Male,1,Yes,No,66,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),81.4,5372.4,Yes
2861-SMHNH,Male,1,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),81.49,2689.17,Yes
7581-MYCOB,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,59.21,1717.09,No
0633-GWYGC,Female,1,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.94,2566.56,No
9810-GOUSP,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.01,897.13,Yes
0427-HTUTE,Male,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),97.23,6222.72,Yes
8286-UGKMS,Male,1,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),113.69,6025.57,No
4021-NQPDG,Male,1,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),107.27,1930.86,No
6771-NWKUI,Female,1,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),62.39,1871.7,Yes
5531-YDCKD,Male,0,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.69,3025.77,No
6926-HDBFQ,Female,1,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),28.04,1626.32,Yes
3691-OMHJE,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),58.49,467.92,No
0703-EWCTA,Female,0,No,No,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),111.98,5375.04,Yes
2479-UICIH,Female,0,No,Yes,72,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),118.57,8537.04,Yes
6712-UGSLC,Male,1,No,Yes,35,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,24.25,848.75,No
0739-SQDMT,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.55,354.6,No
0981-OCUVY,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),52.45,2937.2,Yes
2651-WJENM,Male,0,No,Yes,45,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,110.85,4988.25,No
0705-FBLEC,Male,1,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.34,446.04,No
2554-DBHWV,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),107.41,751.87,Yes
6144-XIHIF,Male,1,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.62,766.2,Yes
2326-DFBMB,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.4,1123.2,Yes
0270-WAEGM,Male,1,Yes,Yes,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),113.52,6357.12,Yes
4327-VYUVL,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),40.6,2314.2,Yes
6333-QKZAS,Male,0,Yes,Yes,5,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.68,283.4,Yes
7168-STGJQ,Male,1,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.09,400.72,No
0664-WIVME,Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,74.4,2455.2,Yes
2478-UVRAG,Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),62.21,4292.49,Yes
9210-JRDEH,Male,1,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,75.31,150.62,Yes
0710-BATSP,Female,0,No,Yes,46,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.94,3907.24,Yes
0235-VHLYH,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.06,2198.16,No
3260-YOWVM,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.82,5010.84,No
2964-BCUYX,Male,0,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,80.76,3876.48,Yes
3789-EPMUY,Male,0,No,Yes,68,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,72.78,4949.04,No
0601-DJLQE,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.14,460.26,Yes
1564-JLXXT,Female,1,Yes,No,38,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.52,1197.76,Yes
5775-BLKXM,Male,1,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),64.55,4647.6,No
